3288748461	3484690908	2947356538	11314790	1446391634	74949501	5020139996	61952906	69708839	52642837	1389745424	83393724	147840808	130276624	171445156	134973965	843066783	376454992	49932766	89971896	329975489	92048784	113859521	410614173	87764034	197816646	40543661	59777768	133110301	80670977	169980345	138630416	1123040769	331683140	26898359	46707442	
443414421	14244234	10444394	563602088	32001936	30105204	307106670	35607995	337925077	30407224	37209845	37066711	61014626	362549776	40641873	38567150	339865648	46767854	68419644	81982082	77919775	79663695	77444268	71939248	45315443	158809705	44879667	29865246	63280002	62437033	243992691	1071101847	287829020	32656320	112473480	54791114	
4346622	28534436	7510884	40897887	63427588	64874161	77253783	92164740	113609830	76608895	80445728	118243429	120549406	130415105	112125383	40147648	232991029	32383753	545514188	135241701	114905936	72301078	50290045	99076675	59029740	98051001	32601286	40736546	51240067	33510687	77786372	25522776	41919197	23740329	54593771	24960977	
1228389	4200774	2943865	10076590	23566842	101898570	28270551	24148719	43388712	1306274427	88277745	46128157	68301691	46691309	36096545	50825852	58553373	52681900	44082054	19034113	58153938	139496462	128596698	56576835	895982243	15644035	17801073	12254842	12167253	8329691	10781467	9595755	1861206	6128578	8988409	2591562	
3454255	4849108	8575408	31940201	23391989	11561063	13755475	22354060	26051981	31159770	111213444	63233060	78559415	50027123	31354220	24782907	47383586	46092432	46758164	120319735	97026652	122703761	134765000	356595232	82570603	65437290	29541318	60944157	54430177	22784057	25601937	23398792	162047655	74130563	20570096	39702460	
16789395	5968500	41233635	6079591	12450201	5305693	4654158	4227641	17184270	7890175	26592716	6977838	8495472	4929098	6839802	7176961	9217660	274659150	3138208	10851493	5435782	2884700	5880443	14517435	17925784	15958508	52181009	66685801	5747642	4299257760	10410283	26286231	27683704	22486700	37273838	237859079	
1167908	4022164	6741453	13835357	21550564	22276303	12828934	11717490	18057132	22262440	9859827	36511917	15374793	8054513	6929573	7231002	14492263	10206082	9306537	12965817	15616108	8780697	30903300	5972856	6875025	24946657	9822000	6262348	12151223	6648575	2308698	3961773	6852410	6522013	84093782	14083197	
861559	1033729	4776891	2750126	6803207	10839117	18629580	14593056	30219711	2858804	3310934	105138305	1994172	48294498	23080865	49963540	25874536	6577608	99885987	21586825	6728779	25414376	159459926	24706071	5241864	5165845	7843312	10405284	2768599	2374621	6436944	2776815	19262080	42980593	1242115	2009892	
11008458	4675959	7525879	9188779	22829337	24250597	11698095	39464962	31892584	22141394	9876351	384868877	55834465	29926693	7067062	28398303	48110269	68328776	157304830	53661214	45832184	35293584	2949185834	12560767	41852533	121867351	12081817	17367599	303961433	31444517	20361362	7654281	57342224	24650146	21729823	14182830	
1068165	2506093	6082456	5374705	17164419	17121979	9615022	510997024	19040500	13390479	6896087	300863381	15419301	11334590	46658579	61993654	12468345	18660760	22597197	13187399	7678764	39731360	14386374	7285734	39321760	5590278	15518343	56912443	18023870	21378814	9154076	7495032	2697823	7487222	5405722	3998843	
7650738	7773279	6743481	11469326	27640487	33110014	27225650	25374068	54159224	545330116	15410920	45025069	240233745	327317065	540283287	586675044	402522537	267980814	268946042	36810195	47935945	24526344	29552494	42765000	38883896	65096303	240278577	31722072	41853619	31031951	21261287	23033433	26353967	23814458	14966713	34824375	
1733712	6072413	2676966	21339319	10092256	51200174	19549658	15320459	13917759	4785606	9725385	6934309	10504439	9408305	6863300	10394521	19731538	330141954	11184492	185561668	52047896	15848256	17574077	16118887	11699829	10343764	12550181	11446141	7580731	12426895	17149279	3901230	6768983	8565884	7996271	8561155	
2773686	1480429	3612241	17686762	25602262	29786202	75587685	33275419	30084239	22377445	35483858	41431420	64493921	99243626	182390165	37232577	54262906	209159064	46990443	165395704	98062452	86074964	68587962	41443977	51602191	34713981	4363857641	69915536	62064408	47643699	308458110	47038757	31155146	34816146	14408218	15640718	
2452833	5802040	8079675	22122803	67670568	21525103	40715807	19111380	66892834	34992401	17414322	21561179	32498556	331940173	48380746	17304672	26680632	29664941	24096270	24204928	28252535	13548909	26342487	43207167	35437403	20088080	18542071	30116729	42454770	109460256	57723817	19259379	110029755	10608433	7906850	3806219	
2150392	4659494	16286877	18419736	131393488	709261955	133877969	43885676	41208271	178292146	43332401	104685904	96734059	67130406	530865283	61280112	71050446	66110524	26092319	27578362	55584469	56438449	44954541	49389416	41726078	76459049	45715148	92256816	37922546	26408333	53358734	324231935	51079909	227306682	44209124	44481043	
380809	1415485	14005173	17764701	24480782	18308377	24351366	50420675	831324261	36103815	30914937	41472967	71812335	303670658	49027516	1709735432	38586997	36992270	39168062	75946612	58472922	95221701	43698376	29322694	98852875	173356142	34869234	55407790	40783102	27464692	50893338	136234526	9285585	1148401538	243006723	20733939	
3027645	15782914	22140608	27729318	43474346	94435383	99532127	96612865	112609526	99471892	152853554	60205306	210036434	104419383	224708398	140850847	132807568	187809424	106255578	277160467	87535827	108035112	78719150	118743610	121814909	149453790	48457832	165390669	120730087	32442697	33668366	23925403	22235404	59053939	22372746	11694654	
1817009	4321440	4529164	15225225	20055493	18716192	472473487	86753540	476541236	678625022	57931024	29870419	75118096	103283741	111216576	35670309	94807973	32682534	43736017	32033787	140353598	139020323	45105894	1966008529	82881471	167206565	94642775	288450113	628359931	10322941	9411948	67413071	43442852	13734607	43288803	19786677	
4323012	15268754	13910952	30425507	51159474	41233683	332277753	70055588	76396141	79468066	470161945	84037920	86045988	1489125826	280404308	155860723	509735056	147771068	94779633	173798182	105241355	91280002	71830213	108335629	716372379	122608557	42025606	24872244	311703545	588647042	274413571	12380011	151098305	28710954	31707281	43467860	
1758667	7564387	32491817	28036176	134492186	52268965	50434022	95694588	142824436	70573220	63431553	108540424	123701499	192047400	760434187	66113702	105958874	76491543	78929220	58888149	67808086	92633281	65559411	255695530	545266719	103369961	23692295	871822860	1445570541	19134948	11131707	745813903	801323542	17038992	14123567	158148170	
17153276	7019874	8885871	9870866	17793120	12371854	9437661	10686217	35854869	31994854	53585066	17950398	23031313	11765339	33836482	15195058	14059756	28600935	11814087	23321874	13050460	48491784	36928957	41299316	23989251	697233384	10593983	26946379	572293254	10118401	23653613	11941385	40136223	12335763	15260589	27564920	
17720	2054510	2199208	620339	3916631	932615	401253	2182659	324855	670211	392227	2424168	6802411	301182	156981	226755	1224869	421572	543018	5758306	1862227	1184616	601652	3663215	3859739	3293309	371271	150533	1343238	3789569	9561018	2427333	1688645	1231086	1790070	2594910	
3330704	2776109	50189506	8184610	95345393	276371087	1270185461	69382041	39053142	438191013	482969561	487053705	201522494	230771280	158182287	106536695	96910539	100214626	85614465	72275826	88694118	114225877	93962814	113783864	461638468	779893989	895898128	416599198	177771261	79035301	1223019839	301972147	112053208	128755579	155869051	139901721	
15474084	18057949	7983382	11626137	9488009	29194422	11083872	15699764	16182831	21368850	66301273	25336969	27420500	165435231	40520263	43349991	16812270	10369545	33327118	24678309	8905192	15244974	8379867	8827107	148491344	166024768	10034073	9248165	103884242	19964637	136020364	47502310	61367800	57857473	23603028	21669294	
2709089	6942162	10345180	17321248	57848193	39825664	333036806	30746016	40991710	29972829	151198118	149585924	32121292	42494361	53269395	53988075	43928474	93503233	51895801	100352973	153357827	814494688	4318409593	34729541	16698178	14382489	87536056	11019285	15321850	17310317	21137626	56851049	20677023	6993144	13352547	13931752	
5252612	23769214	72134971	27696682	97827709	43469994	34060747	41196644	54250938	65749762	92753537	817215230	82398215	60868909	34515343	60164055	501495108	24083220	52404898	32528563	38332997	112959375	110009882	63293271	105584831	35326315	61672015	17036544	109450892	1138371410	87138910	30454032	27903983	43794655	42998421	54496066	
1287795	76035281	35319715	23862087	25497818	32859858	102269695	46212617	1205297220	26401780	26138170	151233316	39757143	29657190	63918127	23840762	39585550	43400985	42990651	34121689	35785735	35010478	4419563440	33667942	28351370	21694416	684028809	699849206	46175542	23315431	8664730	10824201	29508423	10160477	21969376	13750483	
4963769	2030927234	6936733	156707468	38883546	21861954	28607844	145527812	58142891	50606260	140873079	295604067	40447035	75956486	41913733	79953562	125070922	121322028	432923590	88848420	101492850	333739954	8975137804	65561603	27896278	40384333	26353074	32807258	47581959	85600504	29543161	92105066	280034283	24625568	60625052	739304590	
420726	1284076	4464105	10913317	12040993	19112077	28876203	8419495	17413808	6691325	7244383	40222108	5565175	5298244	4423528	13984385	7013275	8129213	5632834	5529609	4797597	8833818	21043047	22329430	24395754	16354366	10322697	19535792	14221998	14805894	10541978	33507961	20112051	10784435	7534369	5536074	
15411728	27387284	31315583	40270298	45568573	52600031	30149070	61881391	129364313	49243246	27649936	1054764223	43460956	61329761	33609548	48103982	89733490	41003957	35604996	201982510	34759737	54392642	50355507	196324542	113601352	135515546	113789047	66857373	354384795	138657807	161651591	67988829	24285283	59708057	101949805	517744259	
3453399	6909162	8765985	29145171	40308281	104137328	61695176	46085948	227243868	1157481424	71719795	96502386	165840646	69631530	81854425	36734883	56369622	49259630	51297581	128364356	111704805	270091773	170728686	82934581	80856649	103713331	119145112	91521195	1794465201	130828548	308398463	925379067	36412576	18250589	37595262	190654720	
4969538	13577562	19248311	574311785	162118234	60035524	123625081	348501848	41384701	76916471	155189739	632521917	216061786	203422656	494328542	102194194	113570647	146455401	140012043	174200337	159830042	86485009	86733662	214647835	406652759	773953803	82998175	79223421	32585704	34595859	30955260	97278684	95292503	173854998	154574335	57514452	
30753502	66570632	30129065	26789873	188694202	916873230	49112382	44635629	68410073	51013262	31272656	66264818	177013945	732718631	168047553	195395723	70603639	31134489	91530554	185893195	380216956	412913056	173402458	33893415	66771568	47609128	205790872	149545035	651446394	162704893	1678797947	65317135	861110966	844318803	70745540	680531842	
116778478	69758623	13191059	168398085	32121601	47176529	65189657	27198157	37814534	32203760	173156286	131262720	235040712	59418684	60932582	87089326	44057748	106453692	82247001	55411940	52121634	232045736	130864904	56064947	67029136	102760762	76593977	65972508	29292118	24392638	47679830	42829255	13097677	181520051	56009317	8913162	
25272423	115624884	190759975	223866818	271712168	215393329	153863365	148004221	126616752	102737360	85648700	148858627	184024162	105154257	126502956	196702642	96235998	76901716	96623047	116243150	98183883	782127169	175867083	88870873	60530052	171408514	90547817	59168586	187932747	53604320	595069680	99298903	75438825	84321659	66907891	77313814	
1906537	3370242	7829965	8591496	59321654	7364978	14846493	14711228	31108161	6858740	3215252	4921685	18385219	9655607	8964723	133361406	11848242	287509733	170518700	7184297	3664672	2511764	13754550	13087475	13781811	53755974	18716492	18563240	22507115	20237830	18547901	40005541	55908111	18675135	26493172	71825164	
1155005	15557158	3364863	9216786	273460347	45368597	5716288	13799381	9687382	6303342	5694627	26832852	8724752	8680984	12482435	17003393	13041756	647478817	19149359	5636537	19427505	34888093	9728206	18139365	11723172	38419054	37828731	10167665	18768047	14175797	15281150	10694491	29423463	11141164	4793787	29651696	
1124663	5375731	25593994	25148716	17373785	13264930	6541660	6847362	17607088	7931974	8007928	15248507	12486666	8519132	20621514	30531219	19327779	27005895	70339362	41054593	14543045	28829389	23058553	16954761	139589122	88710621	19088767	53451183	9054318	7623601	8923753	6304547	4229943	5663543	8817713	4158012	
756414	32526485	977584	37544246	2118403	13155749	7535202	2126766	5012178	2259683	2441183	2020436	1633080	4628541	10510247	7699231	1505209	1792406	937268	972921	880408	1616482	40097106	2871114	33128102	3809656	3629914	19686601	4883889	6996561	47501959	4183274	14428440	5309621	21047280	15534126	
876910	2335818	2258262	1143763	3437744	2743854	2753645	5719016	4743339	3967310	5790201	1800308	1017440	1090235	2880661	495268456	3404860	1617538	2191028	1849763	4191364	18543089	2234206	5172930	760436	1530483	1662009	3605666	7206532	873999	6968270	3602310	236825439	4273168	5375506	2690257	
6232624	7206246	9893587	2158122510	12633657	24242633	13077054	32531920	11952626	105289209	144517152	31420821	4200287	20343321	5268693	5459352	31278249	34558898	204870346	4904878	7645262	5558967	75473788	16655495	239142441	7819836	9735660	19094241	30187857	22414843	11588169	30182851	6215004	5627015	16656035	31510639	
6400076	7586150	13928548	57111866	96582589	62145803	248276428	32567106	20048630	273097330	62005578	39153437	17007624	32584611	30577794	29504484	54757754	88969809	23251727	15438105	20893875	14619780	82631713	38900628	210052130	151298635	23307312	23130955	49342146	24718846	18634201	25596618	17178767	17909303	90108757	16833153	
3662276	421743	1423846	20107912	4896531	4905484	5974737	578363737	6011682	29444430	7212302	5539953	5160016	6547143	6965132	7421319	6709268	279574783	40490803	14376020	23841095	19849545	326560009	13085440	8072140	5979607	3341300	6680832	310150124	602233917	839098373	35456623	56193828	16785447	25382762	7145300	
2820212	8186292	14221326	22853520	15155986	57320619	44637795	27220199	27523393	20024826	9157740	371171654	16400417	24167888	70922289	53047737	25156247	19606574	22675526	85549994	15303457	255652752	29370663	37905258	11578644	31960608	21782055	94464336	2383754912	14834360	1476952037	63781380	10782939	11118407	1818275733	89646181	
1203895	4600442	16282898	12140900	34626958	123394394	32528091	27812663	49314499	45760187	62819465	32606846	42892666	21890088	43367952	83488015	38763113	93008891	40054533	37910047	32035613	57110838	54427042	70322781	45316551	290647618	389113682	73001276	14933018	41507328	9982178	62027253	19963055	153017179	44140008	18422709	
7644663	4642788	7024342	7331203	10787341	9367237	11913295	172262890	13876720	11019991	8571447	10179750	20684059	18863624	9836557	251623985	32065050	391827235	92786545	35026860	10555475	27028021	504357348	28389337	55995004	36793997	38911176	10318872	10477441	10870949	12209517	6508429	7483608	58887395	17400053	46399404	
20817175	19933461	31265752	2195211786	68665180	174488747	69167726	58009826	101246564	75158587	47138775	615609504	85848194	381555459	93061222	68316980	75117404	95972294	39611345	15102161067	21679724390	116220801	85309970	238930349	67951185	74682561	54522447	28399631	24626030	26140790	26138666	12904232	22460475	16958961	644800642	26515400	
3893247	17574121	21450832	197474068	43229821	102578399	101837978	88601994	29327869	50640321	27268753	82571068	99695473	43497823	20874941	68800295	30710393	28034168	23595895	31138109	40216822	26702732	241897644	28017141	27445928	51242180	65734437	109456772	290614061	988433511	59871558	1274685285	105885681	145500115	354045664	55654989	
21057724	25257549	24628558	1704430177	1154154973	628326581	635915634	490160295	554882006	523125851	400390953	271993468	203952183	292673244	249732050	403366571	419182850	1888912924	10059287926	586650941	373644818	152662050	464126837	741892615	136906805	319388554	152686475	494130941	198598830	734986564	173893457	122357840	142388158	313939738	116753909	203843318	
5195122	311054332	122055794	16505052	616140102	88525286	98885736	587996276	320519313	180092251	807246835	51777555	55596388	55132736	93533625	71333081	66137231	66059504	132388624	141288912	62996558	81952279	204698046	55194140	32098833	42690883	25118821	42310800	19093426	111559761	15699296	58625163	15216785	11201165	324406396	610810874	
1263152	6987785	2213922	1932975	1045412	1071941	2419336	1067606	5464517	744276	6454080	1928049	608621	1533953	1697484	1764248	6020889	12962051	17140943	3915074	5341034	878887	5556077	1383585	43477489	6042127	7160088	5361288	5245514	6298480	4535527	9656217	3979075	8086266	19175576	16626268	
351399	3354883	1265009	969014	1321309	1143485	6878371	5792111	5297988	1138131	1616589	1604190	1790269	11086933	3722163	1148962	2652379	995470	641023533	9211924	2045264	1939356	17162936	2478108	738529	1367336	1001736	755293	5907194	1084463	4314586	8862472	7865996	6402323	7456205	2427661	
510833	2639279	8496269	16150273	33567560	24581153	24298170	20170858	52392999	87081256	16619084	23654066	31688248	34527824	78905368	78460773	31347157	80569130	215562526	171388035	125738978	37307936	152781131	2183767311	2170089970	4344200969	20280793	15816724	120776463	58017339	12341699	13483205	4647891	4574557	4036750	4291299	
773260	1197276	2701234	7392241	15533343	11354610	6401859	59191753	10520345	10549279	3286515	7309280	2524718	4954187	4116226	4556848	2827357	4202006	25682680	6717308	16506833	5850969	6195685	10525513	8187830	8300583	2623452	13409936	2483350	2905810	3117562	3683767	552337	1536609	398751	994610	
573309	900414	703426	421577342	69952868	20014543	2616319	1279882	3295782	1272477	3943704	1802648	801736	770726	3263357	8414218	2506298	11689111	2988351	3959572	4581327	2079337	11618548	9505665	561310	1136893	26348554	18981928	14973913	12922760	19139513	8958114	2178783	3750236	2476492	1694532	
9538357	10314470	18953138	26870860	26510059	18098177	22962029	63952857	24996326	19473498	30384244	17298877	88733562	33930415	17023056	27272199	69860355	26985707	40392977	161109184	323650015	58176738	22502115	33302773	44520150	33280266	144754405	120323150	80078339	28662961	17195133	23026581	13215354	29085697	23513126	808382518	
4451975	2248628	3095633	4562455	11087053	82550542	21372418	61034391	139715434	114159128	11397024	27646082	17221894	12304694	6761088	94002648	20479851	18291007	40681884	25672633	33730563	70285684	14115644	45805388	71753198	115827720	9031332	13695967	15710159	8243134	3572890	3508076	33054597	8427773	4064862	2777966	
3411969	5165046	7425726	17726228	30576695	122668908	10881209	81749651	8131987	15195044	125349382	17897568	22156426	23323408	19000299	41007369	8556068	32403535	126635250	32570016	10971764	31169629	34246203	16465561	69668798	14206849	9853680	17065116	12898954	11661804	11487388	14920400	24916261	16542269	15163839	28079257	
5793225	950180	478596	3818515	2007642	3578642	10381983	5987117	6264887	10477978	7981007	27242918	17183865	51947090	2773662	14349426	14350723	7710639	3730107	8893878	2024687	3708996	16039850	1596564	43022135	12865930	4328926	4178475	1018125	38135664	323588	1920533	565492	667402	403764	5389495	
1109843	1706274	1099601	23002470	5737900	8849653	7483770	12218130	5701358973	7966571	1710204351	7818878	932142402	53547669	9486940	12379517	20334965	13204982	3804180	49989018	29716648	39259634	75953800	22162522	10249380	6131598	14779000	16496316	17387882	11678454	9876263	8244487	13863885	11064900	22063149	15162958	
5835850	3456689	525400265	15164291	15374966	26220027	42101727	8737952	15652716	5531717	12641984	14056926	8269754	529767468	42370565	23695612	11711159	8824097	4879904	23252073	33144043	84345377	192610299	17560905	18358563	11223081	12663454	47610663	12714975	25890670	73329838	63385339	18557839	18131500	113419041	76667585	
15111822	20283832	22111584	81010059	44731444	146876464	57263915	178073345	101213694	72141676	264126092	64461255	1212154521	519845208	969312196	118332130	167024224	71720583	111148946	142683649	73464606	139031949	132437167	104105986	40550842	549919427	90519669	52443550	107512040	159170330	100287867	16990841	64407234	136177238	1727017311	483242100	
3228626	6074536	11313240	19722215	18842885	18587703	146908747	36065806	19000565	11662268	14178027	39039305	20154554	14025975	22118435	22123766	30068982	31830024	27919241	65429804	36151842	38041677	38555606	28042568	41468141	174921370	28886859	50384466	38739974	21125470	48310774	30519262	263636793	18766709	28179470	40465873	
58564611	261214888	80438798	39094192	59510344	91163015	79202844	118758317	259449173	504692410	62137371	279004666	164236517	354429499	176556947	249146203	364666441	291713733	70130395	45043086	168017090	124941779	1446926947	636505159	2313664052	134539116	115858981	113102235	321933878	369659900	55720930	35927511	401801045	41221230	43006380	87713134	

2497476	10912968	6468434	11119334	20140871	7807637	19077577	18716444	18561454	37827563	16692427	8278132	8646053	12600025	7449134	3912163	14290589	11809037	49119539	15866061	8661348	8861870	7253245	60002195	7224957	15301670	23168489	27948398	10623659	10303515	16189260	15755380	8305857	8314715	6311227	10122948	
233631	922824	356718	3001688	4373068	1457773	12871464	63349636	2048638	556872	2738087	3818252	3386064	3451401	9868424	943007	9241158	1173131	3428296	8173764	11064600	1138172	1145719	3434331	1148384	196573	2950072	556570	1450677	1225004	2819550	1769478	1471440	4474028	2055255	2467276	
2218030	4401514	2170063	2436256	6221012	5005381	6903189	7167816	16475733	5589187	3205069	5527727	10826952	11604671	3328560	4229566	9774946	4834569	32378354	4096742	375294450	352238508	4317262	6649955	8737939	5815399	33671457	12257612	4209766	9359718	4152416	1528536057	1314094663	6072987	72543029	275656825	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
684854	415922197	841481131	1161353811	7203607	7115300	10926317	10493297	84052981	10023555	8317433	12392927	52192723	12465549	7692483	12491119	9048327	11957281	15808685	5666994	39457169	10002814	20816907	6945468	143383458	17889192	4373501	10410947	12627143	4091282	2598638	3598810	40171090	3031222	1345676	16140118	
621804	3480928	10539767	11223137	12309211	23508408	7990899	134930509	63741171	143018717	5956791	6912503	75185386	5821220	11852696	6232167	20196678	11578074	58514564	21335398	40104293	47491667	16008049	7031309	11987776	13981955	12057596	20904532	27770120	5139456	34506000	2976819	3391600	12860250	22596827	8619163	
5719482	7755823	7730565	11460578	46010077	112608801	51983267	2265952	8463894	11936673	4301322	8044629	4141321	10462686	39674065	31470720	32479573	8533653	11440804	15079213	89001196	10311047	21158597	13394707	15099210	42337347	5590483	9734420	20426572	9548217	22991789	14150767	7457651	240103095	84637163	1089427891	
42401343	43800919	44264089	47442227	50852391	6273319	5056994	3202362	8922629	3919802	2138075	4728816	3930097	9711221	9555806	45360962	2030883	9349696	16399558	1536965	8290550	6713151	4927897	5540478	3365196	3783712	3667595	3186866	4764754	3744470	3045578	969157	19210095	10702671	3197758	6238210	
3150754	6630010	31143292	38370027	54923542	490282829	135357992	67429417	226814316	224310162	64565625	41945694	48008347	44051955	125617673	79957312	30922666	36838333	44857705	136310229	60281173	82907504	52546955	41095181	33216264	38376383	21884012	35445581	41649703	38347942	31008177	53197779	103724159	196435745	65754329	89830801	
6396058	12340060	74064663	42165945	126589872	43553861	100203310	31768953	23330739	286309652	407133021	39225129	131416786	254467868	20916647	33898046	21693289	33021337	25664844	39212966	35429270	123626890	151053272	83015046	501693292	56296111	32762570	44541317	30791515	122815999	68914103	58309213	30958597	191516990	23666201	53533830	
32769166	36522323	54832103	23526464	40204595	23414364	62869963	75625668	39945195	27734643	156239345	122152386	48555671	38856551	37823837	22707315	16525232	52409876	20312792	36955984	29799966	71682842	39189062	22411605	7045160833	30242236	62622232	151482484	34635452	26543603	21471167	67970986	37342213	17206130	37173389	35338108	
3955414	61151287	28987865	73567297	86931996	116297239	112527133	68501717	6653450310	12087878250	299628273	89877816	132731115	73615000	113252693	99755797	91613090	167373585	65105891	151608678	54744590	91300624	102067433	109667583	518672061	509546107	2101579147	110531304	133928850	157596641	323972314	112988657	1211555607	2430651796	54854561	52655638	
3077798	7326661	45736667	260510074	17681646	50248062	183218567	33977473	168569933	165134638	117735730	47107690	177847985	61700463	18555342	62203654	54936744	123385834	62227890	1038301959	46378569	31527628	57714904	40876729	65266211	82434403	120166076	24696628	597954040	36697561	52842053	146412672	32020767	46571769	126076346	50494798	
2586793	5092899	46040400	246468630	32381075	72572294	1106132987	426821980	69321011	98567569	449662498	596850198	261935357	236874741	149622075	98008539	348127620	20588475	23411246	55943770	273012610	604738005	46307903	64706687	104929328	81810775	699623233	73851393	231925097	297399540	151395317	80818639	22573655	226749746	127909948	76059086	
12253628	7287751	38363566	23546703	33315659	43417373	83588241	115347449	59600164	53505327	60932976	40200967	58480504	75118997	97457447	74014920	31368340	35574408	56247346	111211205	63371760	49028258	100602678	37562064	88890580	53778353	72483295	15130339	18257863	12499992	11669246	20671140	80548578	14159546	7773058	6279232	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31703	473658	83784	824647	1252884	59594	541152	7973386	370655	333990	1150104	317720	3368726	2556501	1242936934	1263387	3665130	2720419	539933	1307730	1467987	381336	2425220	101956	187418	306597	288198	478440	75435129	133896	8682110	1403869	193677	906019	126318	776244	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258790	873084	1301368	1959465	22964696	319692702	14443747	41989479	2313240	7732449	3590876	8700817	1488794	1097536	3774431	6431864	727775	1233384	1026064	241338515	3142722	874329	8728387	279787	1102939	560161	675611	2045828	2447137	4253532	2793470	2663840	735410	2680260	19794452	3162817	
2794590	388375333	5168354	814610	2537971	1077979	8446934	1761924	1979179	871386515	474490	2506486	3040013	680088	2378879	4059642	495756	2481450	894260	904987	3357868	4293812	191892189	749579	1004100	436469	3611690	562662	445975	8205395	517625	736120	348599	1710478	4208035	5277977	
7179859	12061192	10266995	6907558	28618789	105183207	7144618	5575693	60748924	11096164	1217661	1613195	8506262	2550059	3425137	3156249	4122171	2233336	12317972	22759737	96065015	7225109	2467706	4914253	301613311	4959596	6787844	7407081	7386390	2080420	7431527	5662888	22418947	11660592	46294680	3812496	
2303474	7453556	23986516	2217697678	9210398	24085449	9398426	7534872	11074277	6253509	6852599	24023012	17142920	8633950	14682724	27585760	36609356	86064307	255807194	22836362	19685643	8437974	7038771	28115016	226896273	11340539	30761724	92460427	53996510	12650696	9920445	11663575	11438173	15495085	13269002	22020965	
3687710	11454005	19276986	22241217	24473861	22087442	22293238	23237068	38142624	53765010	10724001	20889251	114721695	14575740	9828928	8990400	25486036	175041240	23294189	22343362	13410158	12276423	70986365	80510219	265792343	33659050	14286216	91713933	20526340	13745843	18371033	35451637	46145882	14739693	115930556	9101581	
2487976	4037633	5846783	54183922	16919430	8910596	7573841	24327269	23199437	14234770	15925361	43711236	37877733	7765287	4157792	18552757	5788914	12984735	8368911	1966436	15676665	5757258	17366437	1892872227	112845718	362226378	33831716	14849754	15250391	28664522	19357609	15321074	16657143	8157366	7893186	10996597	
